Store_ID,Day_of_Week,Month,Holiday,Promo,Temperature,Rainfall,Store_Size,Store_Location_Type,Competitor_Distance,Customer_Satisfaction,Marketing_Spend,Special_Event,Sales
1,5,4,1,1,29.421309053876286,7.312700669736856,Medium,Rural,5.834103585615475,5.2,4313.877197796468,0,1489
3,3,3,0,1,23.642142776431665,9.095245109478183,Medium,Suburban,5.826270896953623,9.5,2178.4775853847727,0,1655
1,4,10,0,1,29.69556734300692,8.573600920924987,Medium,Suburban,6.233132832666321,9.3,1057.26111066824,0,1309
3,3,5,0,0,30.249153117638432,9.645204722702086,Large,Urban,6.926445403650441,8.3,3951.4780742461203,1,1569
3,1,5,1,0,34.83373888457331,7.600940784380972,Large,Suburban,8.147395496967313,8.0,4336.578388002703,1,1913
1,1,3,1,0,33.97691706321809,4.422987623809103,Small,Suburban,3.0632968412180364,9.5,3961.9045278140766,1,1978
1,4,12,1,0,28.05100087193961,3.1195199049513045,Small,Rural,8.33796939671059,5.9,1571.4011492033544,1,1402
3,4,9,1,1,24.36046214988173,3.2074274043812743,Large,Suburban,5.23342898150281,5.4,4013.711689027876,0,1656
2,6,4,0,1,32.90108335538659,7.24422672614117,Large,Urban,1.232053651776146,6.2,4075.691128430564,1,1529
1,5,11,1,0,28.434078691065636,7.4583701203096435,Large,Rural,1.0562338278178025,9.0,3634.1620626802196,1,1715
2,6,5,1,0,22.64552422250661,2.0035914354871265,Large,Rural,3.6752640276125774,5.2,4064.463731182345,0,1174
2,5,4,0,1,38.01144602472772,8.68122813490531,Small,Urban,7.956521282558942,7.9,4383.685758710928,0,1654
2,6,5,0,0,33.824437152193084,7.1492404020224765,Large,Rural,7.2229688800386995,10.0,3454.416456949834,1,1379
1,3,7,0,1,33.663677128909626,5.627502863433826,Small,Rural,7.991842164387861,9.3,1354.4188558787164,1,1707
2,4,9,1,0,36.45167751823348,4.715324601025127,Large,Urban,5.414056036195289,7.6,2950.5112386688434,0,1364
1,1,7,0,0,30.59323357310162,5.432328057899581,Large,Rural,4.68189048057716,5.3,1310.5973386864202,1,1422
2,5,5,0,0,36.30108856804914,1.5924573827926447,Large,Urban,1.9007990037096976,9.2,2630.1721241297237,1,1652
3,5,10,0,0,29.961815070220116,2.037012492762742,Small,Urban,3.6178311592884596,8.0,2628.4259565025104,1,1173
3,1,10,1,0,21.3435079983142,0.9116449040619168,Small,Suburban,4.623183978651815,5.6,1264.0393765609663,1,1747
1,6,7,0,0,28.104961760553774,1.5365803816111268,Medium,Suburban,1.3417040819563637,5.5,2395.2821358779174,0,767
3,5,10,1,0,29.94929787959781,4.536936346052826,Large,Rural,2.5958135507565068,9.5,1443.9923951652593,0,1249
3,7,5,1,1,34.40405163264592,5.303543937282561,Medium,Rural,6.183140293605518,8.3,4232.940840036888,0,1457
2,3,3,0,1,22.131574602573487,0.17861892478319374,Medium,Urban,7.488799585272304,9.1,4790.752103857883,1,1839
1,4,7,0,1,22.80037077320898,7.967978278640276,Small,Rural,9.984301358233022,9.4,1289.2659010317543,1,1625
2,1,11,1,1,25.27367605269233,2.941679733434779,Small,Urban,9.364576647763798,7.9,4820.4608291668055,1,2401
2,4,11,0,1,25.329967867417643,9.118360349599111,Medium,Urban,6.604369395584319,7.6,3090.3063973469807,1,1580
2,7,2,0,0,34.64369156918124,9.675112636137777,Large,Rural,4.501856506293684,7.2,2198.2627118154955,1,1049
2,5,12,1,0,25.014613211231953,1.8545887467665434,Small,Urban,6.543684964728211,6.6,1307.448301104654,0,1044
2,5,9,1,1,32.66196126714895,4.620972907656606,Large,Suburban,7.963690371762204,7.2,3002.4970722816715,1,1868
2,7,10,0,0,29.885477002765427,0.012318351664258875,Large,Rural,1.6241938137721794,8.9,4178.062177962995,1,1291
2,1,10,1,1,31.465887563588012,5.9832726512242695,Medium,Suburban,4.394096452114738,8.0,3828.3459090667925,0,2170
1,3,12,0,1,36.76213926356591,6.073064482626712,Medium,Rural,8.478121713538364,9.5,1200.904045855895,1,1942
3,2,1,0,0,28.087630030980485,2.475399556033752,Medium,Urban,4.146413043363918,7.2,1291.607341471614,0,1153
2,1,6,0,0,35.41822754128541,5.584126725831979,Medium,Rural,5.932786576658272,8.0,2611.493130530548,0,1539
2,2,7,1,0,28.440721191013747,2.2554014244373546,Small,Suburban,6.083808928190883,8.2,2181.161976191773,0,1653
2,7,8,0,1,27.07742753122499,1.6082546907819006,Small,Urban,2.2525244047695736,8.0,1929.5372922241913,0,1077
2,6,10,0,0,39.17254354626441,6.515194668022647,Medium,Rural,3.9412366956967397,8.5,2124.0179956348543,0,1011
2,2,9,0,1,23.687418413579266,3.2592546395207487,Small,Rural,3.677857243048355,6.2,4213.930973187538,1,1761
2,3,2,1,1,21.806739211552156,5.902639388856224,Medium,Rural,0.7488687310546156,7.6,4716.912214527416,0,1736
3,6,11,1,1,35.41971851070957,4.3324674897165565,Large,Suburban,0.7298217569678749,5.5,2620.4107781102657,0,1294
3,2,10,1,0,21.36499410708183,9.84351407402904,Large,Suburban,8.401121914919848,6.9,4624.444008529988,1,1603
2,7,2,1,0,36.741579814060586,1.4958064266756577,Large,Rural,3.094172694741718,7.4,2285.9828049915277,1,1391
3,6,5,1,1,28.74386792714487,4.645985966358102,Medium,Urban,5.421748279268747,8.3,2905.7479453751666,0,1641
1,7,5,0,0,38.310273545838285,6.8045662635932525,Large,Urban,3.337892949093344,9.8,1904.115991263999,1,1239
2,2,6,1,0,34.430657222438114,3.9554508387996865,Small,Suburban,9.436452828595735,8.0,3561.904168703376,1,1763
1,7,3,1,0,32.20809334015915,9.7469985187069,Large,Urban,2.9633192092248506,8.7,4915.924460699236,0,1444
1,3,8,1,1,38.98613594115531,7.218876279269351,Large,Suburban,4.581739721019884,7.5,3413.9723841735145,0,1772
2,2,1,0,1,27.932987461041087,6.569838575644931,Large,Rural,8.790937379603717,8.2,2431.2563364541957,1,1694
3,2,6,1,0,39.081738730792665,7.570592676112233,Small,Suburban,8.498368884522183,5.4,3591.2697839621137,0,1404
1,2,4,1,1,22.70002554842414,9.52648638038717,Medium,Suburban,2.2679634695396347,6.3,1491.6827138615504,0,1579
2,1,1,0,0,29.675098838648253,9.078186529846402,Small,Rural,8.12511144305925,6.8,4554.636321061595,1,1473
1,1,7,1,0,25.398224447843898,7.242853081264119,Medium,Urban,4.85277542400998,7.4,3012.3358031193457,0,1597
1,1,9,0,0,30.796855578163868,7.491616391012831,Medium,Suburban,5.088204284810875,5.2,2797.398968158568,0,1414
1,3,4,0,0,23.240277557831693,1.4592207403514545,Large,Suburban,1.768059737951466,5.7,3343.4591538140767,0,1061
1,6,4,0,1,36.83059320620087,1.027924044926657,Medium,Rural,1.2657143806926843,6.4,3499.1354511576096,0,1344
3,7,6,0,1,36.92815698629114,5.709045018441643,Small,Urban,7.4154234162507695,9.9,1287.1032249060522,0,1255
1,5,12,0,1,39.10472625446958,0.1836763694054,Small,Suburban,5.216380947375348,6.7,3730.46888489361,1,1671
1,2,3,1,0,23.093442817664723,4.823563815515915,Medium,Rural,4.6500816748442055,7.4,1967.7267212621182,1,1687
1,7,12,0,0,32.46665101809981,2.103495799188686,Large,Suburban,7.430328172197769,6.0,3855.810530026359,0,882
3,2,6,0,0,29.48474617400739,3.460165676448396,Large,Rural,7.772372540415542,8.1,4290.1391775367865,1,1608
1,3,7,1,1,26.887674640884665,7.758047357929561,Small,Urban,2.009627592858859,6.4,4215.8340302100805,0,1880
1,2,11,0,0,27.030803222684376,9.412375042323864,Large,Urban,6.297138920037592,6.0,3210.0038696315564,0,1395
3,1,10,1,1,28.255871012135046,0.724162721463415,Medium,Urban,1.7858637816380125,7.6,3080.6795692430046,0,2134
3,5,10,1,1,34.09851099377906,5.342422059764451,Medium,Urban,7.638063317275934,5.0,1571.503845357647,0,1487
3,4,3,1,1,31.965721165363092,8.825334858196,Small,Suburban,6.741073984537826,5.0,4101.384601612543,0,1375
1,2,7,0,1,29.193630255222622,0.8250853444042128,Medium,Suburban,9.587838900292851,6.1,2085.637521786857,1,1843
3,7,3,0,1,21.51866820739244,8.245140468968339,Small,Urban,1.155101155386001,5.2,2986.7816912717863,1,1277
3,1,2,0,1,21.555306881579142,3.5780135092827137,Medium,Urban,1.042019850936916,5.5,2137.0963717100667,0,1435
1,4,12,1,0,20.046787812515564,3.2209470221933536,Small,Urban,3.1807772095854014,6.7,1535.3134519987725,1,1382
3,5,10,0,0,39.35398776414173,9.774663863147858,Large,Suburban,2.9862039954911066,9.0,3518.230787566946,0,1298
1,4,4,0,1,20.105076371167698,2.0085908986229417,Medium,Urban,2.846298591183998,7.9,1217.3281392916153,1,1754
2,1,12,0,1,22.061874920274896,6.9319394082268095,Medium,Urban,9.109418514949848,7.6,3994.5809365048,0,1767
3,6,8,1,0,26.291931136188218,8.214407280098664,Small,Urban,2.870688898570308,6.5,2270.3471810444667,1,1185
2,6,9,1,1,36.148605036335226,0.41183495279271676,Small,Rural,3.0835223982219944,9.7,1000.5387720179413,0,1693
1,4,7,0,1,39.24197571528235,6.703854583544122,Medium,Urban,7.714283492970655,7.0,3044.516556948919,0,1508
3,3,1,0,0,35.800271175837125,9.515499743553269,Small,Rural,4.77252850328013,5.4,1187.4076341104126,1,1276
1,7,3,0,1,33.81120464891281,1.2421996672805935,Medium,Rural,7.878750291074222,8.1,2104.6782312835976,1,1370
2,7,12,0,1,30.42601334827139,8.962213026850383,Large,Urban,1.1209784968616598,5.6,3827.905949822865,0,1007
1,4,9,1,1,21.73410423724367,5.947766373769361,Small,Rural,5.131926339897151,6.7,1250.7584864874634,1,1632
3,2,12,1,0,39.16341586007861,6.16604581862474,Medium,Urban,0.8193292017411851,7.5,4357.35396942401,0,1815
3,2,1,1,0,35.16784827891363,6.12944174865606,Large,Suburban,1.095205432825868,9.4,1015.2796906343324,1,1872
2,7,9,1,0,32.778987706685236,2.988358863373138,Large,Suburban,9.111155806771905,7.5,1987.295476807609,1,1318
1,7,8,0,1,35.180716910776994,9.352018152994596,Medium,Suburban,1.822831025617154,8.5,3963.616224608286,0,1223
3,6,1,0,1,34.482066585462775,9.473504626310387,Small,Suburban,5.557996481614563,10.0,2265.0805989172272,1,1561
2,3,6,0,0,32.74463159578974,6.253046602139478,Medium,Rural,4.405408224706712,5.7,1407.569552264054,1,1379
3,1,5,1,1,39.61153600359977,7.834227259416147,Large,Urban,3.7997615994590053,6.4,2440.9356752017115,0,2029
3,2,6,0,1,38.067276252720504,6.12257985881158,Medium,Urban,9.048416784029088,7.0,2081.573145538102,1,1723
1,7,10,1,1,32.93329838234327,4.843984475740406,Small,Urban,0.7073222693671503,7.1,4370.84760864222,0,1417
3,6,12,1,1,33.8635042291385,6.608201182992507,Large,Suburban,6.806002018668097,7.1,2253.3916703405725,0,1602
1,5,5,0,1,21.0319161331742,5.530014525919585,Medium,Suburban,9.65224712502873,9.5,4155.729887104029,0,1319
3,6,6,0,0,33.398349291000784,5.974758626319301,Small,Urban,5.821597742887499,8.6,4567.4885792429395,0,1095
2,2,5,0,1,20.883308754202005,7.83832553418862,Large,Suburban,9.399813389314373,8.0,2735.2696783061183,0,1533
3,2,11,1,0,31.76527513939862,4.8090383144898485,Small,Urban,0.9964498532172258,6.5,4639.772575417568,1,2037
1,6,12,0,1,39.9870699913167,0.40754106092472764,Large,Urban,4.478536531204533,9.1,2509.2722158527713,0,1612
1,1,5,1,0,31.116131628743595,1.6399948098949724,Medium,Urban,2.971499014139486,9.8,4856.313665960433,0,2006
2,4,4,0,1,29.46420236162667,4.386072164895384,Small,Urban,7.442799167316933,9.1,1357.1580981022917,1,1563
3,2,3,1,0,26.257097130111752,7.248265598740583,Large,Urban,9.822322359723843,5.0,3748.077066012971,1,1701
3,6,3,1,1,22.41045157572929,5.932786483101787,Small,Urban,2.937035593220354,8.2,2975.256161827715,1,1720
2,7,4,0,0,34.62047342916563,6.502941858734539,Small,Urban,6.714658714003708,5.3,2550.5952218225884,0,659
3,6,9,1,1,23.851980555712608,4.792789285762873,Medium,Suburban,2.381927511217531,6.3,3530.847514994404,0,1295
3,3,2,1,0,22.305640424945686,6.157420219422428,Small,Urban,5.870637418430294,5.3,3815.4283665373246,0,1449
1,4,9,0,1,28.43525319461025,3.290174378146622,Large,Urban,4.907358623539194,8.0,1017.4530786012364,1,1639
3,5,1,1,0,35.90683675918195,4.7018259269666505,Large,Suburban,9.734050631499603,8.4,1667.8123549887948,0,1433
3,1,1,0,0,34.90129096240441,7.4427906559495565,Large,Suburban,6.281009090616433,5.6,3852.184202537275,1,1801
2,5,5,1,1,21.0976522929295,8.718327789731212,Large,Suburban,3.8203105348247783,6.9,3665.541654312826,0,1528
2,4,6,0,1,29.102873700723123,4.336553339563888,Medium,Urban,1.5839099564353671,7.3,4864.1900205147085,1,1876
1,4,6,0,0,30.448691521423378,0.4366165770736119,Small,Rural,1.9368448729818784,6.8,4044.151161003132,0,1045
3,4,3,1,1,32.89093301251644,1.6167254414680265,Medium,Rural,2.6405108345367334,5.6,4803.090830925352,0,1725
3,5,7,1,0,33.003347008864566,0.208611392915381,Small,Suburban,2.884183282732831,7.1,3810.1620061392277,0,1457
3,7,9,1,0,27.29394498914612,6.532630192373301,Small,Rural,8.580852549490809,8.8,2192.2088345577727,1,1282
1,4,11,1,0,31.21354388007028,3.323146253551089,Small,Suburban,5.831616488683987,5.4,1421.4596890034259,1,1413
1,6,12,1,1,29.621237676881726,5.424786357193675,Medium,Urban,5.472213658056481,5.4,4127.295453379742,0,1581
2,5,10,0,0,37.69996713046562,4.932768467837995,Small,Rural,1.590304282757566,6.8,3576.596885903664,0,1096
1,4,8,1,0,30.605302652698004,0.815264895524267,Medium,Urban,8.671327086819632,9.7,1192.7440495731848,0,1317
3,6,6,0,1,28.82064323496323,4.032613611238318,Large,Rural,7.366735880480595,8.3,2440.2018636039134,1,1516
3,7,12,0,1,28.089708993637014,2.2056112492232325,Large,Urban,1.142849438050015,8.4,4827.199261937145,0,1446
1,3,8,1,1,31.448555188669314,4.1839978866765275,Small,Rural,7.224433423682802,6.8,3001.604582840805,0,1499
3,7,12,0,1,36.07953958801795,2.0357828034224266,Medium,Urban,5.663613064755138,8.0,2730.9165440788183,0,1279
3,4,5,0,0,30.76802980761575,8.404524062769335,Large,Urban,1.2763907845943934,5.1,2830.7984206371757,0,1180
1,5,8,0,0,33.23310350161083,1.7419333657825364,Medium,Rural,4.853856094522237,8.2,1835.5308960206548,1,1289
1,2,10,0,0,34.757115338130504,9.607805514869769,Medium,Urban,5.104614727735446,9.6,2474.828683459181,1,1832
3,4,12,1,0,30.403362197574637,4.159073661469408,Small,Urban,2.0748581315511196,8.1,2479.2530239487064,0,1445
3,2,4,0,1,28.536341133097288,8.462452920190493,Large,Urban,9.484132396502682,9.4,1209.4200807498896,0,1842
3,6,10,1,0,37.53330755724899,6.287648182059451,Small,Rural,8.57476602906629,8.6,4070.270514071673,1,1426
2,3,8,1,0,28.35012168055784,7.353502986657526,Small,Rural,6.855712204626529,5.6,2666.017727615516,1,1584
2,1,10,0,1,29.23885701151175,7.677238880667803,Large,Urban,4.891807829505768,9.5,4288.719547265693,0,1842
2,7,12,1,0,39.80682626683554,5.0484488189301775,Large,Urban,4.411772645052831,5.3,4401.392004479581,1,1252
1,3,2,1,0,20.004750471517692,5.433005233632883,Medium,Rural,6.684247937934065,7.7,1847.9762187946321,1,1319
2,4,12,1,0,23.70945819153445,5.1399586780872495,Large,Rural,5.681602759365602,5.7,3629.4139286805143,0,1294
1,2,12,0,0,27.679277798394516,5.880583780900793,Medium,Urban,1.0915945058779133,5.1,2889.1272166519266,1,1524
1,7,5,1,0,38.651798188505055,0.2939444575650729,Medium,Urban,5.368775163318151,7.1,4520.62695168594,1,1434
2,2,9,1,0,21.40059411494942,3.9551516984901527,Medium,Urban,8.160834363711976,6.5,1862.9627167058165,0,1173
2,5,4,1,1,20.18970867256996,6.061887135611715,Large,Suburban,4.862778837171102,7.4,3711.2528012401767,0,1439
2,2,11,0,1,21.053676719544573,5.977235652558644,Small,Rural,0.9935874867655499,7.9,3431.00848901089,1,1847
3,5,6,1,0,21.77086821227236,7.9295609460563155,Medium,Suburban,7.969642894148315,5.2,2181.205910287331,0,1046
2,6,1,0,0,20.751935464125218,6.550093388321086,Small,Rural,2.4129559302917567,5.6,1546.4036146046906,1,916
3,7,9,0,1,29.595626537130094,9.921333163406723,Small,Rural,2.9568979314363686,7.8,3606.5590419091063,0,1172
1,7,1,0,0,31.615144144546555,2.8385452860864504,Large,Rural,2.064710357606811,6.7,3954.3898325293226,1,1146
3,1,5,0,0,25.433739421380082,3.5915102966623147,Small,Rural,3.6370431162792265,8.6,2262.5093750533997,0,1578
2,4,4,0,0,27.96574767951271,3.838471518677963,Small,Rural,7.689139304042032,8.3,3579.3304160892553,1,1285
1,5,12,0,1,21.833986702228604,4.658128070202485,Large,Rural,5.434165665287405,9.2,2580.523630446013,1,1529
1,1,3,1,0,26.72740927656844,8.359980637812095,Medium,Rural,2.4463721044317692,8.5,3852.827533130471,1,1909
1,2,6,0,1,30.450383832690463,2.3579209395920984,Small,Suburban,8.839385742444389,7.1,1796.8610995762124,0,1573
3,2,2,1,0,34.645436143692905,7.760002070354295,Large,Urban,8.856027622039527,8.4,4560.860010544698,0,1613
2,1,3,1,1,20.066927240859584,4.053101830857434,Small,Urban,8.770495037937065,6.4,2149.638385862319,1,1973
1,7,5,0,1,29.34621533075305,6.018553836620085,Small,Suburban,2.768564008124623,6.5,2471.143951024612,1,1320
1,2,9,1,0,25.940057529097643,6.3254053322630615,Medium,Suburban,4.786773769719387,8.9,1232.367808321399,0,1417
1,6,2,1,1,37.05643643383803,3.7284863718893444,Small,Suburban,9.857401733338314,7.2,1446.0488492851055,0,1388
3,6,10,1,0,34.31106630468484,5.1261520520580515,Large,Suburban,7.834118524944908,9.0,3063.4476108493127,0,1171
3,1,8,1,1,31.782170689417896,4.13031174647697,Small,Rural,0.7580905016428183,9.1,2070.370706911886,0,1896
2,5,2,0,0,25.545312913935472,0.6913278618661944,Medium,Urban,1.1194436169746744,9.3,4341.920902968777,0,1252
3,5,11,1,0,38.20678204115069,4.371653888168265,Medium,Rural,4.907348079717162,9.6,1058.7735546198153,0,1168
1,1,5,0,1,20.902013544406465,0.9739339255355217,Large,Urban,9.137591955684822,7.2,2516.376194687745,1,1684
2,5,7,1,0,22.189351973582305,4.050207990803215,Medium,Urban,5.617667080550785,6.6,2349.3821870763704,0,1166
1,7,8,1,0,27.83260281080712,5.929183998317819,Small,Suburban,5.2292188263257575,7.9,1077.310523670404,1,1270
1,7,1,0,1,22.488751145937126,5.794148993435008,Medium,Rural,1.5020001495879907,6.9,1497.473596002041,0,944
3,5,6,1,0,39.1283139511885,6.626212790083203,Large,Suburban,6.739410994880793,8.0,2654.570699674541,0,1286
2,6,1,1,0,35.95978644286767,0.9526150795462629,Medium,Rural,8.309980025702142,8.5,2971.4583377897866,1,1585
3,5,2,1,1,25.179653032036274,6.521232455304379,Medium,Urban,4.113990071321842,8.4,2617.1589890194764,1,1684
3,7,1,0,1,31.771084579464908,3.121480566964471,Medium,Suburban,7.868312583790611,6.9,3123.7507136483755,0,988
2,3,11,1,0,39.64661030160163,3.9904594613711106,Large,Suburban,9.66252821205771,5.8,3380.526699622726,1,1789
1,4,5,0,0,37.68397956263006,8.579862539227058,Medium,Urban,2.4357813617130466,7.2,1039.6952845113426,1,1392
1,2,10,1,1,32.01596892884396,0.09030404129550251,Medium,Urban,5.471631496350042,5.7,2856.3806378140152,1,2169
2,3,9,0,1,38.07447934350541,5.884126333406055,Small,Urban,3.227810601803468,9.5,4853.996963550353,1,1862
1,5,6,0,0,39.78369819626718,5.987139801001076,Large,Suburban,8.032116980821474,6.7,3076.1291205181947,0,966
2,6,11,1,1,34.86705645787248,3.9665977634356198,Medium,Rural,5.987136975870996,5.8,3710.169069835813,1,1685
2,1,11,1,0,21.29972818965788,2.370278571083362,Large,Suburban,6.5285329667278855,5.1,2247.455431667533,0,1475
3,5,1,0,0,28.03160472850975,2.346740382615511,Medium,Rural,8.080184516350993,8.2,4095.96551261105,0,1177
2,6,1,0,0,36.75651470566491,8.837096696607526,Medium,Suburban,4.261719490293322,8.2,4091.6859275044603,0,1112
3,4,2,1,0,24.61138391610038,4.420243737828575,Medium,Suburban,9.193355649866911,6.7,3085.184190616556,0,1237
1,5,9,0,0,36.61285035501249,3.3088936298917195,Small,Urban,5.56377423883833,5.4,4904.055293116855,1,1310
1,7,3,1,1,22.40677524069992,4.48777573831403,Small,Rural,2.000570816935806,7.0,1502.2008590506134,1,1575
1,1,1,1,1,20.93890714295626,6.693904014593613,Small,Suburban,7.111041622603623,6.6,1067.790659558324,0,1547
1,6,5,1,1,27.681812229824992,1.457565682447517,Large,Suburban,8.035982829163416,8.4,4080.632847028384,0,1579
3,6,7,1,1,20.734638748532273,4.494338352137377,Large,Urban,3.5092359321415034,8.0,4228.62214945953,0,1412
1,6,6,0,0,39.14540525966651,5.878843711103869,Small,Urban,8.643202941488154,6.8,1480.828916482305,0,933
2,4,12,1,0,36.52411391587932,9.485833548514337,Large,Rural,9.10836092027478,6.1,2062.3313318344244,1,1401
2,5,1,0,0,36.0153937425975,2.5252778207541926,Medium,Suburban,3.130592630089185,9.9,1070.2094534665157,0,1239
2,4,5,1,0,32.59555845992306,3.592507479162456,Medium,Rural,9.84345399079461,7.3,2173.234443122259,1,1534
3,2,5,0,1,24.32648046073107,3.7935858992242375,Medium,Suburban,1.836759516463205,8.4,4092.567495674686,0,1905
1,2,6,1,0,30.36520733352784,6.055381576448829,Small,Rural,2.419148849823655,5.7,3071.8421108503157,0,1419
1,5,3,0,0,31.94548144860682,3.567320530400017,Large,Urban,2.250135972761248,7.4,2392.3823726731525,0,1161
1,7,5,0,1,30.500630017205363,5.3351192529969556,Small,Suburban,8.992902245074768,5.1,2486.9571796253213,0,859
3,4,7,1,1,25.204667359030545,7.817903298450294,Large,Rural,6.715779247087138,7.5,1005.4145028618726,1,1712
2,1,5,1,1,30.304958486294517,7.053855941122036,Medium,Urban,1.9449906906115924,9.8,2199.2021102609433,1,2328
2,6,5,1,1,29.82372681737253,4.463686465125855,Small,Urban,4.6830724744993155,6.9,3585.834966551722,1,1540
1,6,5,1,0,39.926715516134486,8.64216177674169,Large,Rural,6.345331238163119,5.2,4896.777775265428,0,1075
2,5,10,0,0,37.94872296092407,5.581402495938629,Large,Suburban,1.2929088073991413,5.2,4388.243307935598,0,1208
2,7,10,1,1,29.2676149643124,5.399058395022125,Medium,Suburban,8.882955499869718,6.9,1094.3798585821164,1,1411
3,2,3,0,0,32.45874765870237,0.34187765939158177,Small,Urban,8.134233586694585,5.8,4594.242418699358,1,1541
3,2,1,0,0,34.95743208184457,9.866929803571615,Small,Suburban,5.299464348978063,5.1,4132.793653194503,0,1205
3,6,5,1,0,20.697303204676498,1.2297080852962672,Small,Suburban,9.68770284496212,8.8,4121.504494283921,0,1050
3,5,9,0,1,37.8984288245568,2.311309124276466,Medium,Suburban,4.468729303113447,7.3,2831.983036014286,1,1690
